source_db2,hg19_chr_start_end,chrom_text,tx_start,tx_end,strand,gene_symbol,ogi_imprinting_Status,ogi_Expressed_Allele,Gene_id,Location,your_input,tax_id,entrez,title,location,chrom,status,type,aliases,database,id_position,id_ensembl,id_assembly,cds_start,cds_end,exon_count,exon_starts,exon_ends,canonical,source
gi,chr17_7758383_7759417,chr17,7758383,7759417,+,TMEM88,Predicted,Maternal,TMEM88,17p13,TMEM88,9606,92162,transmembrane protein 88,17p13.1,17,active,protein-coding,"[uc002giy.4, CCDS82058, Q6PEY1, MGI:1914270, RGD:1561781, CCDS11121, NM_203411, ENSG00000167874, MGC71744, BC057812, TMEM88, HGNC:32371, MIM:617813, FLJ20025, OTTHUMG00000178022]",EpiMed GENSYM,uc002giy.3,,GRCh37,7758392,7759032,2,"[7758383, 7758762]","[7758602, 7759417]",TRUE,ucsc
gi,chr17_7571719_7590868,chr17,7571719,7590868,-,TP53,Imprinted,Unknown,TP53,17p13,TP53,9606,7157,tumor protein p53,17p13.1,17,active,protein-coding,"[CCDS11118, P04637, BCC7, CCDS73963, CCDS73964, CCDS73965, CCDS73966, p53, CCDS73967, CCDS73968, CCDS73969, OTTHUMG00000162125, AF307851, LFS1, CCDS45606, BMFS5, CCDS45605, MIM:191170, RGD:3889, ENSG00000141510, NM_000546, uc060aur.1, CCDS73970, CCDS73971, MGI:98834, LRG_321, P53, HGNC:11998, TRP53, TP53]",EpiMed GENSYM,uc010cnh.2,,GRCh37,7576536,7579912,12,"[7571719, 7573926, 7576524, 7576852, 7577018, 7577498, 7578176, 7578370, 7579311, 7579699, 7579838, 7590694]","[7573008, 7574033, 7576584, 7576926, 7577155, 7577608, 7578289, 7578554, 7579590, 7579721, 7579940, 7590868]",FALSE,ucsc
gi_otago,chr1_3569128_3652765,chr1,3569128,3652765,+,TP73,Imprinted,Maternal,TP73,1p36,TP73,9606,7161,tumor protein p73,1p36.32,1,active,protein-coding,"[O15350, CCDS55567, CCDS59965, CCDS55566, CCDS44050, CCDS44051, CCDS55569, P73, CCDS55568, NM_005427, HGNC:12003, CCDS49, CCDS44049, RGD:1307083, MGI:1336991, AB055065, OTTHUMG00000000610, uc001akp.4, ENSG00000078900, MIM:601990, TP73]",EpiMed GENSYM,uc001akp.3,,GRCh37,3598929,3649643,14,"[3569128, 3598896, 3599623, 3624112, 3638584, 3639917, 3643678, 3644191, 3644692, 3645890, 3646563, 3647490, 3648026, 3649310]","[3569205, 3598994, 3599744, 3624355, 3638771, 3640033, 3643788, 3644334, 3644781, 3646012, 3646712, 3647629, 3648120, 3652765]",TRUE,ucsc
added_list_fc,chr8_140742585_141467861,chr8,140742585,141467861,-,TRAPPC9,,,TRAPPC9,8q24.3,83696,9606,83696,trafficking protein particle complex 9,8q24.3,8,active,protein-coding,"[MIM:611966, CCDS55278, IKBKBBP, CCDS34946, MGI:1923760, OTTHUMG00000164187, HGNC:30832, KIAA1882, TRAPPC9, NIBP, ENSG00000167632, RGD:1309461, MRT13, NM_031466, IBP, BC006206, TRS120, T1, Q96Q05, uc003yvj.3]",EpiMed GENUID,uc003yvj.2,,GRCh37,140743303,141461472,23,"[140742585, 140744221, 140898122, 140922390, 140998933, 141034033, 141231557, 141262875, 141285756, 141293987, 141297706, 141301091, 141310567, 141321346, 141370148, 141381062, 141407718, 141415675, 141436713, 141445210, 141449150, 141460888, 141467737]","[140743471, 140744445, 140898213, 140922544, 140999044, 141034176, 141231682, 141263028, 141285920, 141294120, 141297833, 141301177, 141310713, 141321473, 141370292, 141381279, 141407844, 141415797, 141436740, 141445339, 141449296, 141461482, 141467861]",TRUE,ucsc
gi,chr11_2425745_2444275,chr11,2425745,2444275,-,TRPM5,Provisional,Paternal,TRPM5,11p15,TRPM5,9606,29850,transient receptor potential cation channel subfamily M member 5,11p15.5,11,active,protein-coding,"[MTR1, MIM:604600, CCDS31340, HGNC:14323, LTRPC5, MGI:1861718, uc001lwm.5, NM_014555, OTTHUMG00000009896, AF177473, RGD:1310620, Q9NZQ8, ENSG00000070985, TRPM5]",EpiMed GENSYM,uc001lwm.4,,GRCh37,2426166,2444266,24,"[2425745, 2426756, 2427248, 2427890, 2428348, 2428988, 2432581, 2432864, 2433364, 2433983, 2434363, 2434705, 2435290, 2435944, 2436136, 2436350, 2437135, 2438956, 2439396, 2439756, 2441451, 2442261, 2443370, 2444149]","[2426273, 2426823, 2427321, 2428023, 2428530, 2429142, 2432756, 2432997, 2433483, 2434242, 2434456, 2434818, 2435436, 2436068, 2436277, 2436701, 2437254, 2439059, 2439588, 2439821, 2441635, 2442428, 2443551, 2444275]",TRUE,ucsc
gi,chr19_31765850_31840190,chr19,31765850,31840190,-,TSHZ3,Predicted,Paternal,TSHZ3,19q12 AS ,TSHZ3,9606,57616,teashirt zinc finger homeobox 3,19q12,19,active,protein-coding,"[MGI:2442819, TSHZ3, MIM:614119, RGD:1306322, CCDS12421, HGNC:30700, KIAA1474, TSH3, Q63HK5, NM_020856, uc002nsy.5, ZNF537, ENSG00000121297, OTTHUMG00000150184, AL136805]",EpiMed GENSYM,uc002nsy.4,,GRCh37,31767452,31840125,2,"[31765850, 31840085]","[31770658, 31840190]",TRUE,ucsc
gi,chrX_73012039_73049066,chrX,73012039,73049066,+,TSIX,Not_Imprinted,Biallelic,TSIX,Xq13,TSIX,9606,9383,"TSIX transcript, XIST antisense RNA",Xq13.2,X,active,ncRNA,"[MIM:300181, XIST-AS1, XIST-AS, TSIX, uc004ebn.2, HGNC:12377, URS000025784F, MGI:1336196, XISTAS, NR_003255, NCRNA00013, OTTHUMG00000184725, LINC00013, ENSG00000270641]",EpiMed GENSYM,uc004ebn.2,ENST00000604411,GRCh37,73012039,73012039,1,[73012039],[73049066],TRUE,ucsc
gi,chr11_2323242_2339430,chr11,2323242,2339430,+,TSPAN32,Not_Imprinted,Biallelic,TSPAN32,11p15,TSPAN32,9606,10077,tetraspanin 32,11p15.5,11,active,protein-coding,"[AF176070, TSSC6, uc001lvy.2, PHMX, MIM:603853, HGNC:13410, ENSG00000064201, RGD:1308721, CCDS7733, MGI:1350360, TSPAN32, ART1, NM_139024, PHEMX, Q96QS1, OTTHUMG00000009762]",EpiMed GENSYM,uc001lvy.1,,GRCh37,2323379,2339154,10,"[2323242, 2324073, 2325336, 2329965, 2334883, 2335714, 2337458, 2337805, 2338573, 2339092]","[2323445, 2324188, 2325434, 2330040, 2334985, 2335801, 2337542, 2337897, 2338755, 2339430]",TRUE,ucsc
added_list_fc,chr21_45917774_46131495,chr21,45917774,46131495,-,TSPEAR,,,C21orf29,21q22.3,54084,9606,54084,thrombospondin type laminin G domain and EAR repeats,21q22.3,21,active,protein-coding,"[OTTHUMG00000041215, ENSG00000175894, MGI:2671932, ECTD14, MIM:612920, RGD:1563108, TSPEAR, CCDS13712, CCDS74801, AJ487962, TSP-EAR, Q8WU66, MGC11251, NM_144991, HGNC:1268, uc002zfe.1, C21orf29, DFNB98]",EpiMed GENUID,uc002zfe.1,ENST00000323084,GRCh37,45919665,46131429,12,"[45917774, 45924662, 45929081, 45941765, 45945535, 45947174, 45948334, 45949680, 45950925, 45953567, 45987668, 46131347]","[45919819, 45924764, 45929269, 45941995, 45945722, 45947401, 45948466, 45949837, 45951016, 45953806, 45987889, 46131495]",TRUE,ucsc
gi,chr11_2421717_2425106,chr11,2421717,2425106,+,TSSC4,Not_Imprinted,Biallelic,TSSC4,11p15,TSSC4,9606,10078,tumor suppressing subtransferable candidate 4,11p15.5,11,active,protein-coding,"[NM_005706, TSSC4, CCDS73241, Q9Y5U2, MIM:603852, HGNC:12386, MGI:1861712, ENSG00000184281, uc001lwk.4, CCDS7735, OTTHUMG00000009895, RGD:1307043, AF125568]",EpiMed GENSYM,uc001lwk.3,,GRCh37,2423863,2424853,3,"[2421717, 2423523, 2423840]","[2422028, 2423680, 2425106]",TRUE,ucsc
otago,chr19_54926604_54947899,chr19,54926604,54947899,+,TTYH1,,,TTYH1,19q13.42,C19MC,9606,57348,tweety family member 1,19q13.42,19,active,protein-coding,"[MIM:605784, CCDS33106, uc002qft.4, MGI:1889007, TTYH1, CCDS56102, HGNC:13476, AF177909, Q9H313, CCDS12893, RGD:1310103, ENSG00000167614, OTTHUMG00000065544, NM_001005367]",NCBI ALL,uc002qft.3,,GRCh37,54926726,54947309,14,"[54926604, 54930301, 54932450, 54933363, 54937849, 54940484, 54941059, 54941727, 54941990, 54942276, 54946721, 54947007, 54947267, 54947512]","[54926852, 54930480, 54932562, 54933584, 54937945, 54940557, 54941135, 54941783, 54942083, 54942369, 54946864, 54947053, 54947351, 54947899]",TRUE,ucsc
gi_otago,chr15_25582395_25684175,chr15,25582395,25684175,-,UBE3A,Imprinted,Maternal,UBE3A,15q11-q13 AS ,UBE3A,9606,7337,ubiquitin protein ligase E3A,15q11.2,15,active,protein-coding,"[AF002224, ANCR, CCDS32177, EPVE6AP, FLJ26981, NM_000462, OTTHUMG00000171548, HGNC:12496, UBE3A, uc059gvn.1, Q05086, CCDS45192, E6-AP, HPVE6A, CCDS45191, MGI:105098, AS, ENSG00000114062, MIM:601623, LRG_15, CCDS86436, RGD:1306361]",EpiMed GENSYM,uc001zat.3,,GRCh37,25584283,25650609,15,"[25582395, 25585231, 25599499, 25599674, 25601038, 25601837, 25605529, 25615712, 25620611, 25650607, 25652213, 25653718, 25654234, 25657054, 25683635]","[25584404, 25585375, 25599573, 25599830, 25601203, 25602043, 25605674, 25616959, 25620910, 25650649, 25652409, 25653831, 25654354, 25657118, 25684175]",FALSE,ucsc
gi,chr16_58035276_58055527,chr16,58035276,58055527,+,USB1,Predicted,Maternal,C16orf57,16q21 ,C16orf57,9606,79650,U6 snRNA biogenesis phosphodiesterase 1,16q21,16,active,protein-coding,"[Mpn1, RGD:1305215, CCDS81990, NM_024598, CCDS81991, LRG_352, C16orf57, USB1, CCDS10791, MIM:613276, CCDS55998, Q9BQ65, CCDS55997, AK023216, MGI:2142454, hUsb1, HVSL1, uc002emz.4, HGNC:25792, FLJ13154, OTTHUMG00000133456, ENSG00000103005, PN]",EpiMed GENALIAS,uc002emz.3,,GRCh37,58035387,58054149,7,"[58035276, 58036382, 58043832, 58048176, 58051237, 58052875, 58054044]","[58035485, 58036549, 58044016, 58048230, 58051343, 58052959, 58055527]",TRUE,ucsc
gi,chr19_57631508_57643293,chr19,57631508,57643293,+,USP29,Unknown,Unknown,USP29,19q13,USP29,9606,57663,ubiquitin specific peptidase 29,19q13.43,19,active,protein-coding,"[HGNC:18563, RGD:1306648, MIM:609546, ENSG00000131864, MGI:1888998, NM_020903, CCDS33124, USP29, OTTHUMG00000183101, Q9HBJ7, uc002qny.4, HOM-TES-84/86]",EpiMed GENSYM,uc002qny.3,,GRCh37,57640043,57642812,4,"[57631508, 57633692, 57635406, 57640027]","[57631597, 57633842, 57635507, 57643293]",TRUE,ucsc
gi,chr4_1341103_1381837,chr4,1341103,1381837,+,UVSSA,Predicted,Maternal,KIAA1530,4p16,KIAA1530,9606,57654,UV stimulated scaffold protein A,4p16.3,4,active,protein-coding,"[NM_020894, UVSS3, uc003gde.5, BC021930, MGI:1918351, CCDS33938, Q2YD98, KIAA1530, MIM:614632, OTTHUMG00000160167, UVSSA, ENSG00000163945, RGD:1306371, HGNC:29304]",EpiMed GENALIAS,uc003gde.4,,GRCh37,1341879,1379749,14,"[1341103, 1341877, 1343311, 1345502, 1346817, 1348522, 1348904, 1360107, 1369151, 1369821, 1373834, 1374667, 1377553, 1379655]","[1341548, 1341977, 1343642, 1345623, 1347201, 1348635, 1349033, 1360219, 1369296, 1369956, 1374018, 1374776, 1377728, 1381837]",TRUE,ucsc
gi,chr2_71127719_71160575,chr2,71127719,71160575,+,VAX2,Predicted,Maternal,VAX2,2p13 ,VAX2,9606,25806,ventral anterior homeobox 2,2p13.3,2,active,protein-coding,"[OTTHUMG00000129714, HGNC:12661, VAX2, ENSG00000116035, RGD:621133, NM_012476, CCDS1911, Q9UIW0, MGI:1346018, uc002shh.4, DRES93, Y17791, MIM:604295]",EpiMed GENSYM,uc002shh.3,,GRCh37,71127751,71160334,3,"[71127719, 71148227, 71159896]","[71127998, 71148415, 71160575]",TRUE,ucsc
gi,chr10_135051407_135055433,chr10,135051407,135055433,+,VENTX,Predicted,Maternal,VENTX,10q26,VENTX,9606,27287,VENT homeobox,10q26.3,10,active,protein-coding,"[MIM:607158, ENSG00000151650, OTTHUMG00000019307, NA88A, CCDS7675, O95231, uc010quy.3, NM_014468, AF068006, HGNC:13639, HPX42B, VENTX2, VENTX]",EpiMed GENSYM,uc010quy.1,,GRCh37,135051418,135053810,3,"[135051407, 135053179, 135053435]","[135051659, 135053340, 135055433]",TRUE,ucsc
added_list_fc,chr21_38595725_38639833,chr21,38595725,38639833,-,VPS26C,,,DSCR3,21q22.13,10311,9606,10311,VPS26 endosomal protein sorting factor C,21q22.13,21,active,protein-coding,"[RGD:1306879, NM_001331018, ENSG00000157538, CCDS82672, DSCRA, CCDS82673, VPS26C, CCDS82671, MGI:1206040, CCDS33553, DCRA, DSCR3, HGNC:3044, uc002ywf.2, D87343, OTTHUMG00000086659, O14972, NM_006052, MIM:605298]",EpiMed GENUID,uc002ywf.1,,GRCh37,38597844,38639595,8,"[38595725, 38599954, 38600523, 38604677, 38605662, 38610760, 38612796, 38639538]","[38597927, 38600107, 38600674, 38604752, 38605743, 38610910, 38612940, 38639833]",TRUE,ucsc
gi,chr5_135416186_135416286,chr5,135416186,135416286,-,VTRNA2-1,Imprinted,Paternal,MIR886,5q31,VTRNA2-1,9606,100126299,vault RNA 2-1,5q31.1,5,active,ncRNA,"[MIM:614938, HGNC:37054, NR_030583, MIRN886, VTRNA2-1, svtRNA2-1a, VTRNA2, MIR886, vtRNA2, OTTHUMG00000183992, hsa-mir-886, hvg-5, pre-miR-886, ENSG00000278815, CBL3, nc886, CBL-3, ENSG00000270123, uc021ydy.2, URS0000A76E3A]",EpiMed GENSYM,uc021ydy.1,,GRCh37,135416186,135416186,1,[135416186],[135416286],TRUE,ucsc
otago,chr12_65444403_65515346,chr12,65444403,65515346,-,WIF1,,,WIF1,12q14.3,WIF1,9606,11197,WNT inhibitory factor 1,12q14.3,12,active,protein-coding,"[ENSG00000156076, Q9Y5W5, OTTHUMG00000168832, RGD:619774, CCDS8971, WIF-1, WIF1, MGI:1344332, HGNC:18081, NM_007191, AF122922, MIM:605186, uc001ssk.4]",EpiMed GENSYM,uc001ssk.3,,GRCh37,65445128,65514971,10,"[65444403, 65448897, 65449810, 65456260, 65460420, 65461474, 65462543, 65471525, 65514196, 65514823]","[65445250, 65448993, 65449906, 65456356, 65460516, 65461570, 65462684, 65471634, 65514336, 65515346]",TRUE,ucsc
gi,chr1_3547330_3566671,chr1,3547330,3566671,-,WRAP73,Predicted,Maternal,WDR8,1p36,WDR8,9606,49856,"WD repeat containing, antisense to TP73",1p36.32,1,active,protein-coding,"[OTTHUMG00000000612, RGD:1359137, Q9P2S5, ENSG00000116213, NM_017818, WRAP73, HGNC:12759, EF494669, CCDS48, MIM:606040, uc001ako.4, MGI:1891749, WDR8, AB034912]",EpiMed GENALIAS,uc001ako.3,,GRCh37,3547538,3566563,12,"[3547330, 3548029, 3548776, 3549961, 3551560, 3551723, 3552507, 3553558, 3555313, 3563229, 3563971, 3566494]","[3547681, 3548221, 3548902, 3550067, 3551638, 3551858, 3552594, 3553662, 3555386, 3563346, 3564124, 3566671]",TRUE,ucsc
gi_otago,chr11_32409321_32457081,chr11,32409321,32457081,-,WT1,Imprinted,Paternal,WT1,11p13 AS ,WT1,9606,7490,WT1 transcription factor,11p13,11,active,protein-coding,"[LRG_525, CCDS55751, ENSG00000184937, EWS-WT1, NM_000378, RGD:3974, CCDS55750, WIT-2, AWT1, P19544, OTTHUMG00000039556, HGNC:12796, uc001mtn.4, CCDS7878, CCDS44562, WT33, WT1, GUD, MGI:98968, CCDS44561, NPHS4, WAGR, MIM:607102]",EpiMed GENSYM,uc001mtn.2,,GRCh37,32410603,32456891,10,"[32409321, 32413517, 32414211, 32417802, 32421493, 32438035, 32439122, 32449501, 32450042, 32456245]","[32410725, 32413610, 32414301, 32417953, 32421590, 32438086, 32439200, 32449604, 32450165, 32457081]",TRUE,ucsc
gi_otago,chr11_32457284_32461620,chr11,32457284,32461620,+,WT1-AS,Imprinted,Paternal,WIT1,11p13 ,WT1-AS,9606,51352,WT1 antisense RNA,11p13,11,active,ncRNA,"[Q06250, URS000075E21A, HGNC:18135, MIM:607899, WIT1, WT1-AS, MGI:2138884, WIT-1, NR_023920, OTTHUMG00000039557, BC002734, WT1AS, uc058adn.1, ENSG00000183242, WT1-AS1]",EpiMed GENSYM,uc010rec.2,,GRCh37,32457284,32457284,2,"[32457284, 32459390]","[32457392, 32461620]",FALSE,ucsc
gi,chrX_73040485_73072588,chrX,73040485,73072588,-,XIST,Not_Imprinted,Biallelic,XIST,Xq13,XIST,9606,7503,X inactive specific transcript,Xq13.2,X,active,ncRNA,"[LINC00001, DXS1089, URS000075D95B, SXI1, M97168, DXS399E, MGI:98974, uc004ebm.3, OTTHUMG00000021839, swd66, HGNC:12810, MIM:314670, NR_001564, NCRNA00001, ENSG00000229807, XIST]",EpiMed GENSYM,uc004ebm.2,,GRCh37,73040485,73040485,6,"[73040485, 73048902, 73050900, 73053072, 73057274, 73061216]","[73047819, 73049066, 73051109, 73053209, 73057338, 73072588]",TRUE,ucsc
gi,chr11_110001728_110042566,chr11,110001728,110042566,+,ZC3H12C,Imprinted,Paternal,ZC3H12C,11q22,ZC3H12C,9606,85463,zinc finger CCCH-type containing 12C,11q22.3,11,active,protein-coding,"[MGI:3026959, RGD:1565078, MCPIP3, NM_033390, OTTHUMG00000166572, MIM:615001, ZC3H12C, Q9C0D7, HGNC:29362, CCDS44727, ENSG00000149289, uc010rwd.3, KIAA1726]",EpiMed GENSYM,uc010rwd.2,,GRCh37,110001807,110036462,6,"[110001728, 110007387, 110023643, 110029980, 110033997, 110035065]","[110001831, 110008139, 110023783, 110030215, 110034104, 110042566]",TRUE,ucsc
gi_otago,chr2_207139522_207179148,chr2,207139522,207179148,+,ZDBF2,Imprinted,Paternal,ZDBF2,2q33,ZDBF2,9606,57683,zinc finger DBF-type containing 2,2q33.3,2,active,protein-coding,"[OTTHUMG00000154648, NM_020923, KIAA1571, ENSG00000204186, uc002vbp.4, RGD:1560005, CCDS74637, ZDBF2, MIM:617059, CCDS46501, ENSG00000283649, Q9HCK1, AB046791, FLJ45338, HGNC:29313, Slx9, MGI:1921134]",EpiMed GENSYM,uc002vbp.2,,GRCh37,207146573,207176317,5,"[207139522, 207144263, 207146524, 207161969, 207169440]","[207139670, 207144316, 207146633, 207162097, 207179148]",TRUE,ucsc
gi,chr8_135490030_135725292,chr8,135490030,135725292,-,ZFAT,Imprinted,Paternal,ZFAT,8q24,ZFAT,9606,57623,zinc finger and AT-hook domain containing,8q24.22,8,active,protein-coding,"[CCDS55275, MIM:610931, ZFAT1, uc003yup.4, CCDS55276, Q9P243, KIAA1485, HGNC:19899, AITD3, OTTHUMG00000164321, ENSG00000066827, CCDS47924, BC025423, NM_001029939, ZFAT, MGI:2681865, ZNF406, RGD:1310886, CCDS43768]",EpiMed GENSYM,uc003yup.3,,GRCh37,135490724,135725106,16,"[135490030, 135521861, 135524717, 135533125, 135545076, 135577575, 135596074, 135600488, 135602510, 135612678, 135613719, 135620971, 135622712, 135649703, 135669803, 135725087]","[135490964, 135521992, 135524844, 135533244, 135545215, 135577664, 135596248, 135600638, 135602598, 135612911, 135615176, 135621122, 135622898, 135649955, 135669980, 135725292]",TRUE,ucsc
gi_otago,chr8_135610313_135612932,chr8,135610313,135612932,+,ZFAT-AS1,Imprinted,Paternal,ZFATAS,8q24,ZFAT-AS1,9606,594840,ZFAT antisense RNA 1,8q24.22,8,active,ncRNA,"[uc003yus.1, NCRNA00070, OTTHUMG00000164323, NR_002438, ZFAT-AS1, HGNC:33992, AB167742, URS0000323138, ENSG00000248492, SAS-ZFAT, ZFATAS, ZFAT-AS]",EpiMed GENSYM,uc003yus.1,ENST00000505776,GRCh37,135610313,135610313,2,"[135610313, 135612498]","[135610818, 135612932]",TRUE,ucsc
gi,chr2_43449540_43453745,chr2,43449540,43453745,-,ZFP36L2,Predicted,Maternal,ZFP36L2,2p22,ZFP36L2,9606,678,ZFP36 ring finger protein like 2,2p21,2,active,protein-coding,"[uc002rsv.5, MGI:107945, BRF2, TIS11D, RNF162C, OTTHUMG00000128642, NM_006887, ERF-2, ZFP36L2, RGD:1308913, MIM:612053, X78992, ENSG00000152518, CCDS1811, P47974, ERF2, HGNC:1108]",EpiMed GENSYM,uc002rsv.4,,GRCh37,43451457,43453454,2,"[43449540, 43453403]","[43452891, 43453745]",TRUE,ucsc
gi,chr3_147127180_147134506,chr3,147127180,147134506,+,ZIC1,Predicted,Maternal,ZIC1,3q24 ,ZIC1,9606,7545,Zic family member 1,3q24,3,active,protein-coding,"[ENSG00000152977, MGI:106683, Q15915, NM_003412, uc003ewe.4, CRS6, HGNC:12872, RGD:620110, OTTHUMG00000159456, CCDS3136, ZIC, ZIC1, D76435, BAIDCS, ZNF201, MIM:600470]",EpiMed GENSYM,uc003ewe.3,,GRCh37,147127899,147131338,3,"[147127180, 147130304, 147131140]","[147128881, 147130468, 147134506]",TRUE,ucsc
gi,chr19_57285922_57352097,chr19,57285922,57352097,-,ZIM2,Imprinted,Paternal,ZIM2,19q13,ZIM2,9606,23619,zinc finger imprinted 2,19q13.43,19,active,protein-coding,"[RGD:7747897, AF166122, Q9NZV7, OTTHUMG00000171953, ENSG00000269699, NM_001146326, uc010etp.4, ZNF656, CCDS33123, HGNC:12875, ZIM2]",EpiMed GENSYM,uc010etp.2,,GRCh37,57286055,57335645,12,"[57285922, 57290744, 57293320, 57301239, 57329967, 57333018, 57334120, 57334957, 57335629, 57337755, 57347385, 57351954]","[57286897, 57290840, 57293489, 57301319, 57330070, 57333122, 57334204, 57335047, 57335882, 57337831, 57347472, 57352097]",TRUE,ucsc
gi,chr19_57645463_57656570,chr19,57645463,57656570,-,ZIM3,Unknown,Unknown,ZIM3,19q13,ZIM3,9606,114026,zinc finger imprinted 3,19q13.43,19,active,protein-coding,"[ZNF264, Q96PE6, ENSG00000141946, NM_052882, HGNC:16366, CCDS33125, OTTHUMG00000183102, AF365931, uc002qnz.1, ZNF657, RGD:6499280, ZIM3]",EpiMed GENSYM,uc002qnz.1,ENST00000269834,GRCh37,57646285,57654011,5,"[57645463, 57648240, 57649839, 57653996, 57656226]","[57647463, 57648339, 57649966, 57654053, 57656570]",TRUE,ucsc
gi_otago,chr11_6947653_6979278,chr11,6947653,6979278,+,ZNF215,Provisional,Maternal,ZNF215,11p15,ZNF215,9606,7762,zinc finger protein 215,11p15.4,11,active,protein-coding,"[BAZ-2, ZKSCAN11, Q9UL58, NM_001354853, MIM:605016, ENSG00000149054, CCDS7775, BAZ2, HGNC:13007, NM_013250, OTTHUMG00000165507, CCDS86177, ZSCAN43, ZNF215, uc001mey.4, AF056618]",EpiMed GENSYM,uc001mey.3,,GRCh37,6953503,6977762,7,"[6947653, 6948892, 6953324, 6962801, 6964313, 6964776, 6976920]","[6947916, 6949038, 6953903, 6962884, 6964446, 6964872, 6979278]",TRUE,ucsc
gi,chr19_44617547_44637255,chr19,44617547,44637255,+,ZNF225,Predicted,Paternal,ZNF225,19q13,ZNF225,9606,7768,zinc finger protein 225,19q13.31,19,active,protein-coding,"[ENSG00000256294, uc002oyj.2, CCDS46100, NM_001321685, OTTHUMG00000182336, ENSG00000120738, AF187991, HGNC:13018, ZNF225, Q9UK10]",EpiMed GENSYM,uc002oyj.1,,GRCh37,44619980,44636888,5,"[44617547, 44619912, 44622340, 44622634, 44635002]","[44617722, 44619995, 44622467, 44622727, 44637255]",TRUE,ucsc
gi,chr19_44930425_44952766,chr19,44930425,44952766,-,ZNF229,Predicted,Maternal,ZNF229,19q13,ZNF229,9606,7772,zinc finger protein 229,19q13.31,19,active,protein-coding,"[CCDS62706, CCDS42574, ENSG00000278318, ZNF229, uc032hzj.2, HGNC:13022, OTTHUMG00000182377, AF192979, Q9UJW7, NM_014518]",EpiMed GENSYM,uc010ejl.1,,GRCh37,44932477,44947031,6,"[44930425, 44936414, 44946746, 44946997, 44951700, 44952708]","[44934717, 44936541, 44946805, 44947208, 44951788, 44952766]",FALSE,ucsc
gi,chr19_57702867_57734214,chr19,57702867,57734214,+,ZNF264,Unknown,Unknown,ZNF264,19q13,ZNF264,9606,9422,zinc finger protein 264,19q13.43,19,active,protein-coding,"[ZNF264, O43296, AB007872, MIM:604668, KIAA0412, HGNC:13057, ENSG00000083844, OTTHUMG00000183104, uc002qob.3, NM_003417, CCDS33127]",EpiMed GENSYM,uc002qob.3,ENST00000263095,GRCh37,57703281,57724349,4,"[57702867, 57705242, 57716764, 57722721]","[57703314, 57705369, 57716860, 57734214]",TRUE,ucsc
otago,chr19_54024176_54083523,chr19,54024176,54083523,+,ZNF331,,,ZNF331,19q13.42,ZNF331,9606,55422,zinc finger protein 331,19q13.42,19,active,protein-coding,"[ZNF463, ZNF331, RITA, ZNF361, uc002qbx.2, AF251515, ENSG00000130844, NM_018555, Q9NQX6, CCDS33102, HGNC:15489, OTTHUMG00000163019, MIM:606043]",EpiMed GENSYM,uc002qbx.1,,GRCh37,54072630,54081206,7,"[54024176, 54025870, 54042469, 54059098, 54072557, 54074857, 54079950]","[54025338, 54025938, 54042536, 54059162, 54072639, 54074984, 54083523]",TRUE,ucsc
gi_otago,chr16_3486109_3493490,chr16,3486109,3493490,-,ZNF597,Imprinted,Maternal,ZNF597,16p13,ZNF597,9606,146434,zinc finger protein 597,16p13.3,16,active,protein-coding,"[HIT-4, AK057633, OTTHUMG00000129359, CCDS10505, MGI:1918313, Q96LX8, MIM:614685, NM_152457, uc002cvd.4, HGNC:26573, ENSG00000167981, RGD:628674, ZNF597, FLJ33071]",EpiMed GENSYM,uc002cvd.3,,GRCh37,3486423,3493153,4,"[3486109, 3490806, 3493120, 3493359]","[3487538, 3490933, 3493206, 3493490]",TRUE,ucsc
